titulo,cluster
VÍDEO | Homens roubam 90 dúzias de ovos e carro de comerciante em Cariacica,-1
Fenasul Expoleite 2022 abre atividades com “Leite com Café”,-1
"Apuração de voto cabe apenas à Justiça Eleitoral e não há motivo para questionar urnas, diz Pacheco",-1
"Em 35 dias, gastos de Bolsonaro com cartão corporativo chegam a R$ 4,2 milhões",-1
Mais de 200 professores são nomeados para cargo efetivo no AC,-1
Estudantes de escolas estaduais na zona rural de São Lourenço do Sul ficam sem transporte,-1
"Vocabulário paraense: a influência portuguesa, indígena e africana como símbolo de riqueza e de combate ao racismo linguístico",-1
Pai cola cartaz em carro após cesárea de risco da esposa em BH,-1
Governo entrega 54 viaturas Polícia Militar do Ceará,-1
Dez unidades de saúde abrem neste sábado (07) para pronto atendimento em Curitiba,-1
PTB aposta em segurança pública e lança pré-candidatos em todas as carreiras policiais,-1
Estande de tiros pega fogo após curto circuito na Asa Sul (DF),-1
Caso Lucilene: Delegado-geral de SP fala sobre a prisão de Vanderlei,-1
Entregas pelos Correios registram aumento para o Dia das Mães,-1
O Auxílio Brasil pode ser desbloqueado pelo celular?,-1
Motorista abandona cães em rua deserta na Grande BH; VÍDEO,-1
"Mesmo com 4ª alta seguida, gasolina é mais vantajosa que etanol em todos os estados do país",-1
Carro é furtado dentro de condomínio no DF,-1
Cadastro Positivo: Dados de celulares pré-pagos facilitarão crédito,-1
Chile tem oportunidade histórica de renacionalizar o cobre com nova Constituição,-1
Ativista brasileira diz que México impediu entrada no país por ser travesti,-1
Quina sorteia prêmio de R$ 773 mil; veja os números do concurso de hoje,-1
Pai diz que ex-esposa levou filho para os EUA sem autorização,-1
Raridade: nota de R$ 50 vale até R$ 4 mil para os colecionadores,-1
Live JR : saiba os riscos das novas variantes do coronavírus,-1
Camiseta usada por Maradona é leiloada por pouco mais de R$ 44 milhões,-1
Emdec anuncia 12 novas paradas e alterações em linhas de ônibus de Campinas; veja mudanças,-1
Teatro de Arena em Ribeirão Preto tem nova licitação para reforma; Lar Santana deve ser revitalizado,-1
"Cesta básica de Porto Alegre tem alta de 6,34% em abril e passa a custar 69% do salário mínimo",-1
Ministério da Infraestrutura aceita devolução amigável da concessão da BR-163 em MT,-1
"Após ter celular furtado, morador de SP acumula R$ 143 mil de prejuízo em operações bancárias feitas por criminosos",-1
"Ataque de pitbull deixa coletores de lixo feridos em Barretos, SP",-1
Mãe presa após morte brutal de filho deve deixar cadeia no Reino Unido,-1
"Pesquisa aponta inflação de 2,52% no custo da cesta básica no mês de abril em Petrolina",-1
Concerto e homenagens emocionam mães servidoras da Assembleia Legislativa de Roraima,-1
"Decisão do STF adia julgamento de recurso de Washington Reis, que pode ser candidato a vice-governador do RJ",-1
"Comandante dos bombeiros do RJ pediu para que Cabral fosse levado para quartel na Zona Sul, em vez de presídio da corporação",-1
"Justiça determina que sindicato dos professores de MG paguem multa de R$ 3,2 mi por greve",-1
Covid-19: taxa de transmissão sobe no DF; veja números,-1
"Brumadinho (MG): Menino de 3 anos foi agredido por outra criança em escola, conclui polícia",-1
Pessoas são flagradas carregando carro oficial de prefeitura do interior de MT com cerveja em mercado de MS,-1
Escola de Saúde Pública da PB abre processo seletivo com 167 vagas,-1
Mulher é presa por furtos de joias e objetos de casas em João Pessoa,-1
Suspeita é presa por aliciar jovens para levar drogas para outros países,-1
Homens fingem ser funcionários de banco e assaltam idosa em SP,-1
Polícia prende homem com 800 munições de vários calibres,-1
Avião da Azul com falha no trem de pouso declara emergência em Recife,-1
Avião da Azul sofre pane em trem de pouso em Recife (PE),-1
A Hora da Venenosa: Mônica recebe homenagem de Dia das Mães,-1
Post tira de contexto declarações de Djavan para atacar a Lei Rouanet,-1
Senado adia destruição de HD da CPI da Covid com furadeira e marretas,-1
Guerra entre gangues no Haiti já deixou 75 mortos desde abril (ONU),-1
Artistas e intelectuais publicam manifesto em defesa da Serra do Curral (MG),-1
Descendentes de judeus sefarditas correm por nacionalidade em Portugal antes de nova regra,-1
Câmeras flagram cães sendo abandonados por dono em frente à fábrica em Caeté,-1
Pedestre é atropelada por moto e quebra a perna em Apucarana,-1
Deputado: Eduardo Bolsonaro fumava maconha no Havaí enquanto Câmara votava,-1
Mulher se joga de carro em movimento e é levada para hospital,-1
Jornalista Gabriel Luiz recebe alta depois de 22 dias de internação,-1
Cassino é fechado e três pessoas são presas em operação da PM,-1
Jornalista Gabriel Luiz recebe alta depois de 22 dias de internação,-1
Diretora de escola é afastada por usar músicas inadequadas em apresentação,-1
Corretor de imóveis é assassinado a tiros e polícia acredita que ele não era o alvo,-1
Adolescente de BH leva faca para colégio e ameaça colegas,-1
Morador aciona polícia para capturar cutia que corria pela casa e não queria sair; veja vídeo,-1
Família se decepciona com sentença de rapaz que atropelou e matou jovem,-1
Jacaré de 2 metros é resgatado dentro do campus do Ifap em Macapá; é o 2º animal em 17 dias,-1
Projeto Guri tem mais de mil vagas abertas no Vale do Paraíba,-1
Mutirão de limpeza contra o mosquito Aedes aegypti mobiliza três bairros de Presidente Prudente neste sábado,-1
"Produção de milho teve redução de 3% em comparação com a última safra em MT, diz pesquisa",-1
QR Code passa a integrar ferramentas de trabalho da Semma em Óbidos,-1
"Abordagem a um carro em Arinos termina com apreensão de tabletes de maconha, cinco armas e munições de vários calibres",-1
Caminhoneiro que caiu no Portão do Inferno em MT já tinha se acidentado  no mesmo lugar há um mês,-1
Delegada não descarta mais vítimas de professor preso por estupro de aluno no banheiro de escola no Piauí,-1
Alemanha retira demanda contra Itália na CIJ,-1
Projeto fará sequenciamento genético para agilizar diagnóstico de doenças raras em bebês,-1
Tiroteios entre policiais e bandidos em Angra dos Reis terminam com três presos e um baleado,-1
Suspeito de esfaquear e matar cliente de barbearia é preso em MT,-1
Planos de saúde superam 49 milhões de beneficiários no país,-1
Aluno que esfaqueou colegas no Rio tinha acompanhamento psicológico,-1
Guarani x Ponte: Guarda reforça patrulhamento e segurança em terminais de ônibus para dérbi em Campinas,-1
Segundo episódio do especial 'A Riqueza do Oeste' traz a importância da capacitação e pesquisas no campo,-1
Vigilante é preso por assassinar jovem de 13 anos; polícia diz que mãe de vítima era o alvo do crime,-1
"Homem tenta furtar farmácia, invade igreja e é espancado por populares em Aracaju",-1
"Cemitérios de Piracicaba, Limeira e Santa Bárbara esperam 34,5 mil visitantes no Dia das Mães; veja horários de funcionamento",-1
Empresários mostram frustração com terceira via em evento no RS,-1
"'Talvez esteja revoltado, mas agradece a Deus que você tem perspectiva que vou te pagar', disse cantora gospel à vítima",-1
Lâmpadas queimadas deixam moradores na escuridão em vários bairros de Gurupi,-1
Funcionário terceirizado da UFU é preso por suspeita de importunação sexual dentro do campus Monte Carmelo,-1
Médico denunciado por deixar USF para atender na rede particular é afastado em São Carlos,-1
Incêndio destrói parte de apartamento em Vitória,-1
Dia das mães: 'efeito pandemia' faz preço de flores subir até 400%; planta em vaso vira opção mais acessível,-1
Soghomonyan e Pedrosa faturam prata no Pan-Americano de Wrestling,-1
Carta inspirada em cordel vence concurso de redação dos Correios,-1
Quartas de final de Mundial PC terá Brasil x Argentina na segunda,-1
Vice-presidente brasileiro cumpre agenda oficial no Uruguai,-1
Petrobras: bom resultado da companhia repercute para toda sociedade,-1
Petrobras tem autorização do Ibama para simulado pré-operacional no AP,-1
Chilena Cencosud compra rede de supermercados Giga por R$500 milhões,-1
"Dado dos EUA pressiona Ibovespa, mas Bradesco e Petrobras limitam perdas",-1
CEO da Petrobras: não há relação significante entre preço de combustível e lucro,-1
"Economia se estabiliza em abril, mas sinais são de tração ao longo do ano, avalia BofA",-1
Banco digital para crianças vence competição de startups; veja finalistas,-1
Pacheco diz que Congresso não abre mão do teto de gastos públicos,-1
Aplicativo da Caixa fica fora do ar nesta sexta-feira,-1
Pacheco diz que buscará consenso sobre combustíveis com Guedes e estados,-1
Governo critica suspensão de IPI por Moraes e chama de 'decisão DiCaprio',-1
Cidades da região devem ficar se água na próxima semana,-1
'Esperei 10 anos e precisei de um transplante para me tornar mãe',-1
Projeto 'Psicanálise na Praça' retoma atendimento presencial em São Carlos,-1
"Motorista grava ônibus de dupla sertaneja a mais de 130 km/h antes da fatalidade: 'depois acontece acidente', previu; VÍDEO",-1
"Ney Matogrosso conta como é fazer uma turnê aos 80 anos: 'não tem direção, eu sou eu'",-1
Entrou em operação no Paraná o alerta geada,-1
Elden Ring continua sendo o jogo mais vendido do Steam no Brasil,-1
Greve de ônibus em Curitiba: Motoristas e cobradores podem parar na quinta-feira (12),-1
IRPF: veja como incluir imposto a pagar em débito automático,-1
Projeto realiza ação social para famílias de detentos no Itapoã (DF),-1
Pesquisadores da Embrapa criaram o projeto que acelera o ciclo de produção do pinhão,-1
"A rota das lavandas, um passeio lindo na região de Curitiba que oferece mais do que boas fotos",-1
Brasil monitora 16 casos suspeitos de hepatite misteriosa,-1
'Tudo por eles': Mães solteiras venezuelanas enfrentam saga da migração em busca de vida melhor para filhos,-1
Vídeo: carro invade bar após motorista perder controle de carro,-1
Como funciona a vaquinha virtual nas eleições de 2022,-1
Inep altera normas para utilização dos resultados do Enem,-1
"Marido de Tebet contrai Covid-19, e senadora está em isolamento",-1
"'Não vamos nos intimidar', diz Moraes sobre ataques ao processo eleitoral",-1
Erros no CNIS do INSS podem ser corrigidos: entenda,-1
Portal externo da Nova IN já está disponível pelo INSS,-1
Governo da Colômbia reforça ofensiva contra grupo de traficantes após dias de violência,-1
Bebê de Nick Jonas e Priyanka Chopra sai da UTI depois de mais de 100 dias internada,-1
A fuga de milionários russos para Dubai,-1
"Aumento de 20,7% no preço da passagem de ônibus começa a valer nesta segunda-feira na Grande Cuiabá",-1
"Uma pessoa morre e outras sete ficam feridas após tiroteio em festa de comunidade rural, em Realeza",-1
Planetário volta a receber público geral em Belém; ingresso custa R$10 e R$5 a meia-entrada,-1
Programa 'Padrinho Legal' abre inscrições para acolhimento de adolescentes em Jundiaí,-1
"Dois irmãos morrem e dois homens ficam feridos durante troca de tiros na Fercal, no DF",-1
Confiança do investidor da zona do euro cai pelo 3º mês seguido e cresce risco de recessão,-1
Exportações da China desaceleram para nível mais fraco em quase 2 anos por restrições contra a Covid,-1
Brasil pede coração de D. Pedro I emprestado para comemoração dos 200 anos da independência,-1
Itaú Unibanco tem lucro recorrente 15% maior no 1º trimestre,-1
Aposentado por invalidez que precisa de assistência tem direito a acréscimo de 25% no benefício; veja como pedir,-1
"Jaboticabal, Sertãozinho e Bebedouro têm vagas abertas de emprego nesta segunda-feira (9); veja como se candidatar",-1
Educação Financeira #192: o que é e como lidar com o estresse financeiro,-1
"Três a cada quatro brasileiros apontam o dinheiro como sua maior preocupação, diz pesquisa",-1
Região de Piracicaba começa semana com 1.069 vagas de emprego; saiba como se candidatar,-1
Novo Fies: entenda como é o funcionamento,-1
Como posso fazer cadastro no Conecte SUS?,-1
Inep publica resultado dos recursos para isenção de taxa de inscrição no Enem,-1
A fuga de milionários russos para Dubai,-1
"No Dia das Mães, governo escala Michelle para divulgar ações para mulheres",-1
Aleksandro é sepultado nesta segunda-feira em Londrina,-1
"Para pescador, falta de peixe é sinal da ferocidade dos combates na Ucrânia",-1
"Sem alarde, empresas de tecnologia da China reduzem negócios com Rússia",-1
Ações do Bradesco devem se valorizar após lucro acima do esperado no 1º tri,-1
Ao vivo: Veja o que pode influenciar nos seus investimentos hoje,-1
Representante da UE sugere usar reservas russas para reconstruir a Ucrânia,-1
FGTS: prazo para realizar a solicitação do Saque calamidade,-1
Empresas tentam segurar repasse de custos para não perder vendas,-1
Inflação trava planos das empresas,-1
Recuo de commodities deve frear PIB em 2023,-1
BTG Pactual tem lucro recorrente 72% maior no 1º tri,-1
"Itaú gera mais crédito e receitas, compensa provisões e lucro sobe 15% no 1º tri",-1
"Marco regulatório das criptomoedas: afinal, o que muda para investidores?",-1
"Homem é executado com cinco tiros na cabeça no Novo Horizonte, em Lorena",-1
Comissão Europeia dará opinião em junho sobre adesão da Ucrânia,-1
"'Putin vai perder tudo', diz Zelensky em discurso no Dia da Vitória",-1
"Tempo seco reduz previsão de safra de milho do centro-sul em 5 mi t, diz AgRural",-1
"Trabalhador sofre acidente na GM e amputa parte do dedo, em São José dos Campos",-1
McDonald's: Cliente atira em funcionário em discussão por cupom de desconto,-1
Pacheco: 'Não podemos admitir sequer uma bravata sobre fechamento do STF',-1
Presidente da Ucrânia participa de reunião no G7,-1
Jeff Bezos já doou mais de US$ 100 milhões em maio,-1
A produção de petróleo nas reservas indígenas do Canadá e dos EUA,-1
Países do G7 decidem proibir importação de petróleo da Rússia,-1
EUA anunciam novo pacote de sanções contra pessoas e instituições russas,-1
"Ucrânia: Bono, do U2, se apresenta no metrô de Kiev",-1
Busto romano com 2 mil anos é comprado por menos de US$ 35 em brechó nos EUA,-1
Mistério em Paris: jovens são atacados com seringas em casas noturnas,-1
Qual a possibilidade do servidor público acumular duas aposentadorias?,-1
Trabalhador pode ser obrigado a usar máscara na empresa?,-1
"Mesmo após intimação judicial, linhas de ônibus permanecem suspensas em distritos de Campina Grande",-1
Prefeitura reorganiza fluxo para reduzir espera nas UPAs de Foz do Iguaçu,-1
"Adolescente de 15 anos sofre parada cardíaca após ser atingido por árvore, no Parque da Cidade, em Brasília",-1
"'É incabível que empresas aéreas considerem os animais como objetos', diz juiz",-1
AMUFRON e COREDE firmam acordo de Cooperação,-1
“Filhismo” na política goiana é mais comum do que se imagina,-1
Casal é atropelado por veículo na avenida Marechal Deodoro,-1
Análise: “Sou a pior mãe do mundo...atirei pedra no meu filho!”,-1
"Saiba a previsão do tempo para esta segunda-feira, 09, em todo o estado",-1
Câmera térmica ajuda polícia a localizar suspeitos de roubo no DF,-1
Juventude x Internacional: confira horário e onde assistir ao vivo,-1
Homem se descontrola e ameaça companheira com facas durante churrasco na Serra,-1
O diálogo entre universidade e coletividade por meio da extensão,-1
Veja a escala real do Sistema Solar com animação feita por um astrônomo,-1
Catador de ratos: a profissão secular que criou um império de lucros,-1
Suspeitos de roubo são localizados com ajuda de câmera térmica no DF,-1
Anitta fala sobre amizade com Nego do Borel: ‘Amar alguém não significa apoiar todas as atitudes’,-1
É possível uma Colômbia de esquerda? Uma análise dos movimentos sociais,-1
Devolução de valores do PIX,-1
Fã cria remake de Need For Speed Underground 2 na Unreal Engine,-1
IBGE abre processos seletivos para 25 vagas com salários de até R$ 3.100,-1
"Homem é baleado no abdômen em Santa Cruz da Prata, distrito de Guaranésia, MG",-1
Isso é Fantástico - 'Gurus espirituais' presos: como funciona a mente de um abusador,-1
Estacionamento rotativo volta a ser cobrado nas ruas Teresa e São Pedro de Alcântara a partir desta segunda-feira (9),-1
Concessionária prevê concluir nesta semana obra em cratera na Rio-Santos em Ubatuba,-1
Avó é esfaqueada ao proteger neta durante assalto em Palmas; criança de 3 anos foi ameaçada,-1
Polícia Militar apreende quase 60 papelotes de cocaína e prende dupla em Frutal,-1
Carreta da Mamografia realiza atendimentos gratuitos em Mogi das Cruzes,-1
Defesa Civil de Petrópolis conclui mais de 9 mil laudos de vistoria nas áreas afetadas pelas chuvas,-1
China: Xangai endurece confinamento por Covid-19,-1
"Mãe da ativistas indígena Txai Suruí, relembra desafios para engravidar e o legado de luta na família",-1
Gusttavo Lima se declara para Andressa Suita em post do Dia das Mães: ‘Te amo’,-1
Aplicativo lançado pela Prefeitura de Formiga disponibiliza canal de denúncias contra violência; saiba como usar,-1
"Conrado passa por cirurgia na bacia, mas continua em estado grave após acidente no interior de SP",-1
Novo calendário de vacinação é divulgado pela prefeitura de Nova Friburgo,-1
"Mãe de Fabrício, que sumiu há 12 anos no AC, fala da dor de nunca ter achado o corpo do filho: ‘Procurava ele em outros garotos’",-1
Presidente mexicano defende participação de Cuba na Cúpula das Américas,-1
De olho nos ataques de Bolsonaro às urnas - e outros destaques,-1
Casal de jovens é executado a tiros; mulher estava grávida,-1
Casal de idosos é resgatado de incêndio após cachorro alertar cuidadora na Bahia: 'Bob foi um herói',-1
Globo Repórter investiga os mistérios da memória e traz pesquisa inédita sobre os efeitos da ‘Covid longa’ no cérebro,-1
Passageira sofre parada cardíaca e morre após acidente de trânsito em São José do Herval,-1
"Nº de MEIs cresce 80,8% em 5 anos em Piracicaba, aponta Sebrae; veja como abrir o negócio e bolsa, linha de crédito e assessorias disponíveis",-1
Restaurante é furtado e precisa cancelar 70 reservas feitas para o Dia das Mães,-1
"PM é baleado no bairro de Itapuã, em Salvador; mulher que estava com ele também foi ferida",-1
Cresce o número de denúncias de violência contra crianças e adolescentes; saiba como a escola pode ajudar,-1
"Dólar fecha em alta e vai a R$ 5,15 com busca global por segurança",-1
"""Rússia não tem nada a comemorar amanhã""",-1
Sipam prevê segunda-feira (9) calor e tempo nublado no Acre,-1
Sine Acre oferece 45 vagas de emprego nesta segunda-feira (9); confira a lista,-1
Mais de 40 mil inscritos não comparecem ao concurso da Sefaz em Manaus,-1
Motorista atropela ciclista e bate em poste no Bairro Shopping Park em Uberlândia,-1
Atendente de lanchonete baleado por causa de desconto já tinha sofrido ameaça por recusar nota falsa,-1
Limeira começa a vacinar contra a gripe professores e pessoas com deficiência ou comorbidades,-1
Supercap Paulista ajuda mulher que combateu um câncer a mudar de vida em Jundiaí,-1
"PIX bateu recorde de transações na sexta-feira (6), diz Banco Central",-1
Voluntários fazem recolhimento de lixo na linha férrea em Presidente Prudente,-1
"Lula sem improvisos preocupa QG de Bolsonaro, que torce por mais deslizes",-1
O que a Bíblia diz sobre o aborto,-1
A fuga de milionários russos para Dubai,-1
'Teria sido melhor ver meu filho morto e me despedir': mulher desafia tabu do 'luto perinatal',-1
Eleições 2022: Quais são as propostas dos pré-candidatos?,-1
Jovens 'sem religião' superam católicos e evangélicos em SP e Rio,-1
Tênis: Bia Haddad é campeã no torneio de simples da WTA na França,-1
Parlamentares reclamam de falta de estratégia do PT para o Congresso,-1
"'É incabível que empresas aéreas considerem os animais como objetos', diz juiz",-1
"'É incabível que empresas aéreas considerem os animais como objetos', diz juiz",-1
Governo da Colômbia reforça ofensiva contra grupo de 'Otoniel' após dias de violência,-1
Roubos crescem mais em áreas centrais e bairros nobres de SP,-1
Roubos crescem mais em áreas centrais e bairros nobres de SP,-1
Bolsonaro assiste a Flamengo e Botafogo em Brasília,-1
Não ter informações confiáveis sobre investimentos pode pôr tudo a perder,-1
Dragão virou símbolo da inflação em época de preço subindo 1.700% ao ano,-1
Agência Brasil explica como funciona a vaquinha virtual nas eleições,-1
"Após acidente, cantor sertanejo Conrado passa por cirurgia",-1
Cão farejador de bombas da Ucrânia ganha medalha; Zelensky e Trudeau participam da cerimônia,-1
Opas lança comissão de alto nível para abordar 'crise de saúde mental' pós-Covid,-1
Dinheiro através do Caixa Tem: Saiba como pedir o novo empréstimo,-1
Mais de 200 casos de hepatite aguda grave em crianças são registrados no mundo,-1
Carga com 198mil latas de cerveja é apreendida sem nota fiscal entre Riachão do Dantas e Tobias Barreto,-1
MPF propõe arquivar denúncia e conselheiro volta a culpa Pedro Taques,-1
Crescem 27% as reclamações sobre máquinas de cartões,-1
Ministro da Defesa pede a Fachin que retire general de comissão eleitoral e avisa que vai substituí-lo,-1
Turismo responsável visa desenvolver iniciativas em sintonia com a agenda ESG,-1
"Com conta bloqueada em banco, cliente vê operação de Bitcoin ser realizada",-1
"PR: Morte de casal em BMW X5 é fruto de briga de facções, aponta delegado",-1
Cães vão ao trabalho no Canadá,-1
Alemanha retira demanda de medidas urgentes contra a Itália na CIJ,-1
Kendrick Lamar faz deepfake de Will Smith; saiba como funciona a tecnologia,-1
Ex-premiê francês é condenado a quatro anos de prisão por criar emprego fantasma para esposa,-1
Guedes defende redução no IPI e diz que imposto é 'contra a indústria brasileira',-1
Rádio Nacional estreia nesta segunda o programa É Tudo Brasil,-1
Salvador registra 3 mortes de PMs e outros 2 baleados em fim de semana violento; área crítica tem policiamento reforçado,-1
"Indígenas fazem manifestação na Rio-Santos, em Paraty",-1
Abertas inscrições para ingresso de alunos em curso de pós-graduação da Universidade Federal do Recôncavo,-1
Moradora do Amapá é presa em MS quando tentava embarcar com cocaína para João Pessoa,-1
PAT de Araraquara tem 16 vagas de emprego para diversos níveis; saiba como se candidatar,-1
Revólver é apreendido após denúncia em Santo Antônio do Monte,-1
Família não sabe quando corpo de influncenciadora potiguar que morreu em acidente em Portugal será transportado para o Brasil,-1
"Casal morre após grave acidente na Estrada do Arroz, no Maranhão",-1
"Precisão, capacitação e tecnologia: os caminhos para o Brasil liderar produção de alimentos no mundo",-1
Sine Municipal oferta 691 vagas de trabalho em Fortaleza,-1
Embaixada da Coreia envia carta às autoridades da BA para colher informações sobre caso de crianças achadas mortas em vala,-1
"MP identifica suspeitos e vai apurar racismo após confusão perto da Unicamp com tiros ao alto, símbolo nazista e ameaça a pessoas negras",-1
Aplicativo baiano já economizou mais de meio milhão para os bolsos dos servidores públicos,-1
"Governo paga R$ 512 milhões em dívidas atrasadas de estados em abril, diz Tesouro Nacional",-1
Inquilinos lutam para manter imóveis com disparada do valor dos aluguéis nos EUA,-1
"""Nós vamos ter que parar"", ameaça líder de caminhoneiros Wallace Chorão",-1
Investigações avançam no caso de racismo praticado em Barão Geraldo,-1
Santa Catarina registra mais uma suspeita de hepatite aguda de etiologia desconhecida,-1
"Mortes no trânsito em Campinas sobem 16% em 2021, diz Emdec; motociclistas puxam alta",-1
"Mutirão contra a dengue recolhe 4,2 toneladas de lixo e potenciais criadouros em Ribeirão Preto, SP",-1
"Indígena é morto no interior do AC, quatro são presos e um confessa que deu mais de 30 facadas na vítima",-1
VÍDEO: polícia encontra 104 kg de cocaína em fundo falso atrás de banco de carro na BR-364,-1
Shopping de São José anuncia investimento de R$ 25 milhões e até 450 vagas de emprego,-1
Mulher é vítima de feminicídio em São Gonçalo,-1
"IR 2022: a três semanas do prazo, Receita espera 110 mil declarações na região de Piracicaba; veja como baixar o programa",-1
PF analisa documentos que estavam com 77 quilos de ouro apreendidos no interior de SP,-1
Ministério Público Eleitoral vai investigar deputada Lucinha e seu filho Junior,-1
"Suspeitos de aplicar golpes em esquema de pirâmide, cantora gospel e marido prestam depoimento à polícia",-1
"Tamanduá-mirim atacado por cães é salvo por moradores, em Cajazeiras, na PB",-1
Donos de motéis do RN se reunem com representantes da Segurança Pública e pedem reforço de policiamento após assaltos,-1
RJ1 NO AR: assista ao vivo pelo g1,-1
Vítima relata como eram encontros com ‘guru espiritual’ preso no PA: ‘Tire toda sua roupa’,-1
"Criminosos invadem casa, rendem família e roubam duas caminhonetes e joias em Uberaba",-1
Suspeito de participar do desaparecimento de cabeleireira trans há 11 meses em MT é identificado e está foragido,-1
SPTrans realiza ações educativas do Maio Amarelo,-1
Sem Censura desta segunda recebe a cantora Dhi Ribeiro,-1
Contran beneficiará motoristas que não cometerem infração por 12 meses,-1
Píer Mauá recebe Salão Carioca do Livro até o próximo domingo,-1
"Embargo repentino de gás russo causaria nova crise na economia alemã, mostra estudo",-1
"Azul reverte prejuízo e reporta lucro líquido de R$ 2,65 bilhões no 1º trimestre",-1
Guedes sugere reforma do IR enxuta tributando super-ricos e cortando imposto de empresas,-1
Itaú Unibanco prevê elevação da inadimplência rumo a níveis pré-pandemia,-1
Bolsonaro será o 1º desde o Real a terminar gestão com mínimo valendo menos,-1
"Em ofício, ministro da Defesa diz que quer centralizar demandas no TSE",-1
Onde investir? Corretora aposta em menor participação de estatais; entenda,-1
Em quais ações investir? Banco digital recomenda empresa de calçados,-1
"Guedes culpa guerra e pandemia, mas mínimo já não tinha aumento real antes",-1
Sentir que está doente antes da menstruação pode ser sinal de gripe menstrual,-1
Líder da Comissão Europeia vai à Hungria tratar de segurança energética,-1
"Comitê de Recursos da Fifa reduz multa, mas Brasil x Argentina terá de acontecer",-1
"Preço da cesta básica aumenta pelo segundo mês consecutivo no AM, aponta pesquisa",-1
"Vacina da gripe 2022 pode ser aplicada um mês após a vacina de 2021, saiba mais.",-1
Classificados do Edimilson: veja as vagas de emprego da semana de 9 a 13 de maio,-1
Twitter trabalha em novo recurso com mais inclusão,-1
Mulher cai em buraco de cachoeira e desaparece após subir em pedra para tirar foto,-1
Colisões entre veículos e carretas em três pontos da Rodovia dos Bandeirantes deixam trânsito lento em Campinas,-1
Criminosos arrombam laboratório público e furtam 8 computadores durante a madrugada na Grande Natal,-1
Unifacisa faz campanha histórica e garante vaga inédita na liga Sul-Americana para a Paraíba,-1
Britney Spears e Sam Asghari marcam data do casamento,-1
Samsung promete quase duas décadas de uso para novos cartões Micro SD; veja a novidade!,-1
Vale fecha acordo para venda de níquel para a Tesla e economia chinesa retrocede,-1
Covid-19: Atualização do número de casos e óbitos em 24 horas,-1
HB20 põe fim ao reinado do Onix e foi o carro mais vendido em abril,-1
Veja as obrigações de pagamento do Cadastro Único em 2022,-1
Passo a passo para entrar no Cadastro Único,-1
Ladrão morre em troca de tiros com Choque,-1
Casos de dengue em residências do DF crescem em 530% apenas neste ano,-1
Motorista de app feito refém é trancado em porta-malas,-1
Santos abre 200 vagas para curso de defesa pessoal para mulheres,-1
Prouni passa a ser ampliado para estudantes de escolas particulares sem bolsa; entenda a mudança,-1
Enfermeira do AC luta há mais de dois anos contra doença degenerativa rara que pode deixá-la sem andar,-1
Homem de 38 anos morre afogado quando tomava banho em riacho na cidade de São Gonçalo do Gurgueia,-1
Caminhonete é apreendida com mais de 40 quilos de maconha em Sertânia,-1
Tabletes e buchas de maconha são apreendidos com rapaz após denúncia em Pará de Minas,-1
Plataforma nacional de guia médico chega à Paraíba; médicos já podem se cadastrar,-1
Acidente entre três carros interdita rodovia que liga Santo Antônio do Jardim e Espírito Santo do Pinhal por 7 horas,-1
"Famílias que perderam palafitas em incêndio cobram ajuda; 'cadê o prefeito? A gente quer ele aqui para ver a situação', diz moradora",-1
Trisal não consegue fazer registro de bebê com nome dos três pais em cartório e vai recorrer à Justiça,-1
VÍDEO: tiros de arma de fogo assustam clientes de Mercado Cultural em Porto Velho,-1
Manaus terá 50 pontos de vacinação contra a Covid-19 durante esta semana,-1
Golpistas usam dados de empresas que estão nas redes sociais e se passam por integrantes de facção criminosa para tentar extorquir dinheiro de vítimas,-1
"Servidor de 67 anos que estava desaparecido é encontrado morto em horta comunitária, no DF",-1
Aeroporto de Fortaleza ganha nova modalidade de transporte para zona hoteleira,-1
Circuito de Jazz & Blues faz shows gratuitos em cidades fluminenses,-1
Ministra e primeira-dama apresentam ações do governo destinadas a mães,-1
"Motorista de caminhão derruba poste em Contagem, na Grande BH",-1
Blue-chips da China recuam após dados comerciais destacarem impacto da Covid,-1
Funcionários da Caoa Chery acampam em frente à fábrica de Jacareí em protesto contra suspensão na produção,-1
"Obesidade deve atingir quase 30% dos adultos no Brasil em 2030, diz levantamento",-1
Polícia localiza e apreende 51 máquinas caça-níqueis em casa no Centro de Mogi das Cruzes,-1
"Campanha promocional incentiva hábito de poupar e distribui R$ 2,5 mi em prêmios",-1
"Homem prende braço em bueiro e é socorrido pelo Corpo de Bombeiros em Caxambu, MG",-1
"Campanha promocional incentiva hábito de poupar e distribui R$ 2,5 mi em prêmios",-1
Teto de hospital desaba e mata paciente idosa internada no Ceará,-1
Nei Lopes chega aos 80 anos com obra que oferece pérolas aos povos em forma de arte negra,-1
Operador de apostas esportivas é morto a tiros por não pagar ‘taxas’ a facção criminosa em MT,-1
O que a Bíblia diz sobre o aborto,-1
Assista ao MS1 ao vivo,-1
"Suspeito de estrangular e matar professora é achado morto em cela de presídio, em RO",-1
"Campanha promocional incentiva hábito de poupar e distribui R$ 2,5 mi em prêmios",-1
Enfermeiro morre afogado após salvar filhos que eram levados por correnteza de rio no Tocantins,-1
"Homem que saiu para caçar pela 1ª vez é achado 25 dias após se perder  na floresta amazônica, no Amapá",-1
"Salvador começa a semana com fortes chuvas, vias alagadas e risco de
deslizamentos de terra",-1
